,WML_Return
2017-03-01,-0.019946865999949177
2017-04-01,-0.021570660398625617
2017-05-01,0.06496381670884441
2017-06-01,0.00686117521375814
2017-07-01,0.01452524549041457
2017-08-01,-0.019972445391176836
2017-09-01,0.016069777604125007
2017-10-01,0.040214350026584675
2017-11-01,-0.030112135070636932
2017-12-01,-0.017596528093785545
2018-01-01,0.08587703600292731
2018-02-01,0.07197975330145194
2018-03-01,0.0007051058261432
2018-04-01,-0.007313457706659746
2018-05-01,0.043581319879052324
2018-06-01,-0.06470934030534128
2018-07-01,-0.028876089098406048
2018-08-01,0.03964147901142691
2018-09-01,0.023866496946365084
2018-10-01,-0.0668422352593897
2018-11-01,-0.003973710075147853
2018-12-01,-0.00724066175762543
2019-01-01,-0.05786480269458018
2019-02-01,0.03836752277268553
2019-03-01,0.00438357757476728
2019-04-01,-0.082918540874899
2019-05-01,0.07636195071961055
2019-06-01,-0.03377569252664488
2019-07-01,-0.0058592587206064434
2019-08-01,0.07699118831549574
2019-09-01,-0.04292651097144509
2019-10-01,-0.07410349609081845
2019-11-01,-0.054005338657472375
2019-12-01,-0.006098289609676587
2020-01-01,0.11528135834988434
2020-02-01,0.016129721758114113
2020-03-01,0.1503474586075725
2020-04-01,-0.07024575811024823
2020-05-01,0.06535513478249715
2020-06-01,0.006396127598666479
2020-07-01,0.14554516103836534
2020-08-01,0.08470986085687168
2020-09-01,0.05072991526696334
2020-10-01,-0.025904356095251248
2020-11-01,-0.2710124936933074
2020-12-01,-0.03300949542913573
2021-01-01,-0.006606508822886279
2021-02-01,-0.15562653266745108
2021-03-01,-0.057487223250578715
2021-04-01,0.025450940003216578
2021-05-01,0.04907850515910114
2021-06-01,-0.03132288230796475
2021-07-01,-0.01885272038511048
2021-08-01,0.025325150454824318
2021-09-01,0.03316108002880865
2021-10-01,0.07691759272832288
2021-11-01,-0.07887880538509634
2021-12-01,-0.06681311763362377
2022-01-01,-0.0033029418207465022
2022-02-01,-0.04090735056265526
2022-03-01,0.03277915750815646
2022-04-01,0.004277250303032956
2022-05-01,0.058439445782555915
2022-06-01,0.038064904869829816
2022-07-01,-0.10858458487832781
2022-08-01,0.0556090704987403
2022-09-01,0.1419518889631532
2022-10-01,-0.0011506302716160488
2022-11-01,-0.11985353452917523
2022-12-01,0.03660356616902244
2023-01-01,-0.14377560450786306
2023-02-01,-0.03147220386182173
2023-03-01,-0.1227314465248893
2023-04-01,0.014193446315976535
2023-05-01,0.03922803372106669
2023-06-01,0.0354265984952706
2023-07-01,0.01460046160080939
2023-08-01,0.10014551879830373
2023-09-01,-0.018820581371965482
2023-10-01,-0.0067701392001164595
2023-11-01,0.0845225017009131
2023-12-01,-0.037211372770348965
2024-01-01,0.08700417111645259
2024-02-01,0.07101780722254838
2024-03-01,-0.03290358361241036
2024-04-01,0.03295429861922117
2024-05-01,0.04862280338249725
2024-06-01,0.07802738343066329
2024-07-01,-0.07207836834453878
2024-08-01,0.07234679296955669
2024-09-01,-0.018998229646240296
2024-10-01,0.048474860294302036
2024-11-01,0.027349116990553764
2024-12-01,0.028148497680264714
2025-01-01,0.022623996563240663
2025-02-01,-0.04321429438818435
2025-03-01,-0.032592932229531746
2025-04-01,0.08697423979167124
2025-05-01,0.0009167327292377014
2025-06-01,-0.11447468333902155
2025-07-01,-0.05164042009288223
2025-08-01,-0.10030765956111193
2025-09-01,0.044061987642478324
2025-10-01,-0.05095116907396521
